num__TransactionAmount,num__IsForeignTransaction,num__IsHighRiskCountry,num__UserTransactionFrequency,num__AmountBefore,num__AmountAfter,cat__TransactionType_Credit,cat__TransactionType_Debit,cat__Location_Beijing,cat__Location_Delhi,cat__Location_Dubai,cat__Location_Lagos,cat__Location_London,cat__Location_New York,cat__Location_Tokyo,cat__DeviceType_Desktop,cat__DeviceType_Mobile,cat__DeviceType_Tablet,cat__DeviceType_Unknown,cat__MerchantCategory_Food,cat__MerchantCategory_Luxury,cat__MerchantCategory_Retail,cat__MerchantCategory_Travel,cat__MerchantCategory_Utility,cat__CardType_Credit,cat__CardType_Debit,cat__CardType_Prepaid,target
-0.27774811516267567,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,0.6195591224537085,-0.2907622274640781,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.34778849168632725,2.2998495985826177,-0.3198324076128553,-0.43373740603624866,1.0047454329355499,-0.31484544320990676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.34821372897356645,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.20307652565109072,-0.3316949690332512,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.32682298415456507,-0.4348110418247756,-0.3198324076128553,-0.8273285185918281,-0.8565983784694112,-0.3327156505617798,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.32403875316636777,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,-0.49060117944535303,-0.3228570651827201,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.2790223280186932,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,1.6661301411804743,-0.254161630428928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.3264833970983248,-0.4348110418247756,-0.3198324076128553,-0.8273285185918281,-0.011216612880508089,-0.33201207721150366,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.34761694951159405,2.2998495985826177,3.1266375020084305,-2.008101856258566,-1.052046499073563,-0.3326730804838721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.2858473288158917,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.3112843931886384,-0.28016572368494197,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2.505510781760833,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-1.0479278605167706,2.5815244018892898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.2911094150658921,-0.4348110418247756,-0.3198324076128553,1.5342181567416484,-1.0165076406176037,-0.31385588340935244,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.27107784919018085,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.8190002007350556,-0.2582759228671308,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.28014715273571444,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-1.0264922189371006,-0.2836870360562059,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.3400809953716837,-0.4348110418247756,-0.3198324076128553,-0.8273285185918281,0.11271696551024708,-0.32988824157531443,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.25110974741028036,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,-0.7989374386743168,-0.23414391269779955,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.34205085748022773,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,0.5284810470955479,-0.323308219089319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.34507932468479846,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-1.0320149388200723,-0.3297087358943198,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.25168586488088907,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.5509766764710609,-0.25563613344073904,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.30451191248773285,2.2998495985826177,-0.3198324076128553,0.3534448190749102,1.9021406112075823,-0.319582725952738,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.2948796793184349,-0.4348110418247756,-0.3198324076128553,0.7470359316304896,-0.13942483886429807,-0.33206676253351564,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.2588501433420265,-0.4348110418247756,-0.3198324076128553,-1.2209196311474075,-0.9182843513995531,-0.3324317759430428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.31947894876635363,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-1.0592229147407013,-0.3270512737723998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.2685796030420181,-0.4348110418247756,-0.3198324076128553,0.7470359316304896,-0.43584200772436216,-0.30704800541497373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.29280940007108974,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,-0.2211423720479305,-0.33212567151860983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.32286301407875856,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-1.0618438665495695,-0.30964088995134703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.33456627097062674,2.2998495985826177,-0.3198324076128553,-0.43373740603624866,-1.0701747490848996,-0.3206197463884532,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.7350326647380296,-0.4348110418247756,3.1266375020084305,-1.6145107437029869,0.5107272187711922,0.7495611127813789,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.3081159831849517,-0.4348110418247756,-0.3198324076128553,1.927809269297228,-0.9746972189047105,3.4817118250708,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-0.29037847575399495,2.2998495985826177,3.1266375020084305,-0.8273285185918281,-0.9412800833416444,-0.33258482815525925,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.3339477184121885,-0.4348110418247756,-0.3198324076128553,-1.6145107437029869,-0.8602801917247257,-0.3238329536527714,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.30417427847039474,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.6014299987917685,-0.3244986251843361,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.3021850793430174,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,1.8367728250221258,-0.33191037585044475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.3112506605124256,-0.4348110418247756,-0.3198324076128553,1.140627044186069,-0.47858848365470835,-0.32895903569722457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.30874330662839233,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-1.0204702701381543,3.399548129089043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
-0.34794288463253803,-0.4348110418247756,-0.3198324076128553,0.7470359316304896,-0.04756671832492659,-0.3284363018162847,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.2932396003975827,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,-0.9721698725175879,-0.28217985523002176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.25611081291156007,-0.4348110418247756,-0.3198324076128553,-0.8273285185918281,-0.947957270092808,-0.25184406203609877,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.4498098352446005,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.2920952817308553,1.7207129669840657,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.32060204282018934,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.49556226679785303,-0.33202341441240857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.34804058917433717,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-1.005368595429915,-0.2879566036871947,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.272698571755181,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,1.634522710437817,-0.32161764236614354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.3276689497229919,-0.4348110418247756,3.1266375020084305,2.7149914944083866,1.711559972534185,-0.3321536810737867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.3470167682812685,-0.4348110418247756,-0.3198324076128553,0.7470359316304896,-0.7128516524759043,-0.32984433770906496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.34816579559780175,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,0.33559147468576694,-0.32740772870673407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.2610528521628512,-0.4348110418247756,-0.3198324076128553,1.140627044186069,1.9315015118283527,-0.2964985176748845,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
4.02171755278497,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,0.9965393576292134,4.661668577622447,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.29146163886393994,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.9969753092800879,-0.3235182907531456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.2874617765182805,2.2998495985826177,-0.3198324076128553,-1.2209196311474075,-1.0205638755598994,-0.32901572170174914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.33389528608562213,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,-0.8203418784467381,-0.3275085408755651,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.26521787198636554,-0.4348110418247756,-0.3198324076128553,1.5342181567416484,-0.8515748875024145,-0.25968984965842046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.30260350342504094,-0.4348110418247756,-0.3198324076128553,-0.8273285185918281,-0.9956024297611571,-0.2883707449673099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.31066893530635525,-0.4348110418247756,-0.3198324076128553,-2.008101856258566,-1.077351164752038,-0.32773761902326165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.34756224740575703,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,-1.00805195085328,-0.319345422776934,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.2927067688436323,-0.4348110418247756,-0.3198324076128553,-0.43373740603624866,1.7670367858218896,-0.33205242430884174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.34692484976224464,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,0.5041748392490225,-0.32524888112657374,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.34557638275390734,-0.4348110418247756,-0.3198324076128553,1.140627044186069,-0.7801851525180115,-0.3253955978441669,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.3264255407379757,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.811511766995433,-0.33242755227996057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.3483884617564072,-0.4348110418247756,-0.3198324076128553,-0.040146293480669226,1.0585373486318395,-0.32626945150607395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.3483298787108903,2.2998495985826177,-0.3198324076128553,-0.040146293480669226,-1.043653212923736,-0.32051126493665705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
-0.24312790946138219,2.2998495985826177,-0.3198324076128553,1.140627044186069,-1.0630295352250096,-0.22930737387253597,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.34750481994048565,-0.4348110418247756,-0.3198324076128553,-1.6145107437029869,-0.35571576671039956,-0.2887787730508587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.3477453836702423,2.2998495985826177,-0.3198324076128553,-0.43373740603624866,-1.0580060442580128,-0.33270564714921663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.29215107126491147,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-0.947239628526094,-0.33113722320834027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.3444550290317667,-0.4348110418247756,-0.3198324076128553,-0.8273285185918281,-0.7999983001207632,-0.3325771588722942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.26554780987020804,-0.4348110418247756,3.1266375020084305,-0.43373740603624866,1.0224680594526567,-0.255942237865172,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
3.848483775644212,-0.4348110418247756,-0.3198324076128553,0.3534448190749102,-1.0506736195546322,0.059426346942540884,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.2620612486894774,-0.4348110418247756,-0.3198324076128553,-1.2209196311474075,-0.6136923090404007,-0.29056682747201085,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
