swipe_duration,swipe_speed,touch_pressure,touch_area,typing_speed,keystroke_dwell_time,device_motion_x/y/z,session_duration,device_orientation_Landscape,device_orientation_Portrait,hand_used_Left,hand_used_Right,is_fraud
-0.4222717308512809,-0.34263212223148115,-0.43934068322061165,-0.0278494945341493,0.7662338116694211,-1.4021689014245413,-1.691057414566341,0.013198514904427916,0.0,1.0,1.0,0.0,0
1.567247827482478,-0.06320807737654542,-0.5794267349182782,0.8307186143174644,-1.123142365533947,-1.5132911294644535,-1.3467627919811564,-0.08419564346996544,0.0,1.0,1.0,0.0,0
0.8120101709406609,1.2712730828310137,-1.1185950128466973,0.1910576507141143,-0.5615880183761305,0.3966894643662715,0.6998928992081773,-0.6796436500681552,1.0,0.0,1.0,0.0,0
0.3516051294281623,-0.5304241314020556,0.36421320538286844,-1.4746886448296055,0.5351468337801759,1.668717267278494,-1.5111579211590636,0.14056744149532857,0.0,1.0,1.0,0.0,0
-1.176822636787879,1.3241544869985216,-0.08513046042156659,-1.1192832482786719,-0.09243721662034228,0.040058390003695404,1.2800653533486857,-0.8643764942696133,1.0,0.0,1.0,0.0,0
-1.1769059230997916,-1.412358955359195,1.2530955919739573,-1.0020122497404922,0.7959267790802594,-1.5457609889593493,-0.6495508306846806,-0.8209251119545072,0.0,1.0,0.0,1.0,0
-1.5149906047453305,0.9990313547758671,-1.6140341190785952,-0.8681029683777601,1.5670639689092807,-0.9493173719073501,-1.4241982699310831,0.8900536446598192,0.0,1.0,1.0,0.0,0
1.2753390130311266,1.2467630842829978,0.4901028813277398,0.2005671221117672,-1.35855071578614,-0.8664627641388023,0.9105691055493246,-0.5397522904553829,0.0,1.0,1.0,0.0,0
0.3600874767880296,-1.084322625054873,0.8996806764650075,-0.012922903486039486,0.6954692890427321,-0.539377085477117,0.09184076981584706,-1.543545394204567,1.0,0.0,1.0,0.0,0
0.7294101124897391,-0.21408673864897312,0.8877720965677877,-1.0581950620741807,-0.9643955943069312,-1.5735681338519547,-0.6658545712186784,-0.5358563019358499,1.0,0.0,0.0,1.0,0
-1.6444744137007554,-1.141460464340656,1.323168244403141,-1.529410585119929,-0.3266239678818033,1.4535393034512525,-0.3198328727045915,0.480856518560336,0.0,1.0,1.0,0.0,0
1.6335297167635798,0.7532425911362284,0.7830298907358592,-1.1684463533424145,-1.6484030541575316,0.0851954159493625,-1.6581794161154175,1.0856313649056004,0.0,1.0,1.0,0.0,1
1.1588578006362078,0.15358016422744433,1.4667191435773732,1.6564766849085488,-1.2914919572495407,0.6312513492583769,0.572895309062261,1.595724159306763,0.0,1.0,1.0,0.0,0
-0.9823490218854546,0.5036494860115095,-0.5803055123855595,-0.1360000653260527,-0.6546301117225958,-1.4907303858347662,-0.4601248696314564,0.8519965780343163,0.0,1.0,1.0,0.0,0
-1.0877138343886446,-1.0329573125040923,0.006309274881820982,1.2497880659389429,-0.5777074826314055,-1.5366221185103726,0.7515070233053771,-0.24219974751715584,0.0,1.0,0.0,1.0,0
-1.0822597008020696,-0.9795275536588597,-1.6760478473334541,1.1851789766797391,1.3536242743153106,0.3343956542390569,0.4527723473163326,-0.6894794852535283,0.0,1.0,0.0,1.0,0
-0.6650090870313724,-1.5756610347443,-1.7005441597419066,0.013325775871839862,0.8071554991565226,1.3916935681031455,0.5330796916687179,-1.2738297749960357,0.0,1.0,1.0,0.0,0
0.09642261318134725,-0.593230881830089,-0.8985614939662653,0.6915170679995368,1.6050778099173044,0.13059751643508868,1.0258490075577282,0.44332550472108123,1.0,0.0,0.0,1.0,0
-0.224053599336231,0.23900706544657166,-1.3777493217572825,-1.0943619975544012,0.31274859831980506,1.3583860533932157,0.4631640726329526,0.03717424941831277,1.0,0.0,0.0,1.0,0
-0.7099431070160706,1.2831346506592747,-0.8294801965428783,0.6279575207200401,-0.9250153086777614,1.123511165630689,-0.2759007032236497,0.6157631131599696,0.0,1.0,0.0,1.0,0
0.3971652020025766,0.6143127726364862,-1.1155359918519152,-0.8176461784612259,-0.6273443384315345,-1.460220121209638,-0.37609203072994574,-0.9031897969513427,0.0,1.0,1.0,0.0,0
-1.233882417145671,-0.19640465124227005,-1.6263803614804404,1.1271814833352962,-0.6544270229577742,-1.0170131684365102,-1.3166408313482583,-0.6049247265474966,0.0,1.0,0.0,1.0,0
-0.7067818724763298,1.6164302314186179,1.4030682245950088,-1.473223797538808,-0.6313646101302987,0.5847875951080186,0.979058056470024,-0.7136959734010079,0.0,1.0,1.0,0.0,0
-0.45051117565581633,0.7975059143907935,-1.6961913329290033,0.922428029629132,0.5686872585225727,-0.16807733876506206,0.9152695405392035,1.0293173146948047,0.0,1.0,1.0,0.0,0
-0.14075050820249063,1.5360524989738116,0.8072728005004747,-1.4168859077478382,0.07630712870855734,-0.7051172817621199,-0.8757870109029895,-1.1304055518441598,0.0,1.0,0.0,1.0,0
0.9956467697214973,0.12640886763769182,-1.2011635088946653,1.2978937562132113,-0.42725196353483785,-0.25547732497601966,1.268650019161449,0.37708006811257305,1.0,0.0,0.0,1.0,0
-1.0260821833963745,-0.8144000916523397,1.4131303699987072,-0.7070748308898189,-1.245832724032964,-0.16210858164922826,0.3165048068187013,-1.5436993593089332,1.0,0.0,0.0,1.0,0
0.06009035159623493,-1.5359907300120896,1.3462884046899097,0.5097990556287492,-1.6855457717977664,1.473430490466127,-0.06729292412844998,0.1738562545009072,1.0,0.0,1.0,0.0,0
0.3300449971839482,0.8214552826967475,0.5246120417519367,-0.07013204902626251,-1.0042604507031518,-1.3632007117200322,-1.671803752784141,-1.5003996797058543,0.0,1.0,0.0,1.0,0
-1.5551598423262523,-1.2962176144285953,0.5876682322118403,-0.4912878392338578,-1.3899843639423364,-0.7436694188402835,-0.4010938832906881,-1.1143848057934378,1.0,0.0,1.0,0.0,0
0.3822896042486055,-0.6607841773329113,-1.706110787031688,0.47869331023319805,0.95828209712769,0.16252019117942304,0.49625931752591423,-1.3310779608120358,0.0,1.0,0.0,1.0,0
-1.1267354526659965,0.1435066992380079,1.6629816439911564,1.528397386505313,-1.3725741176710862,0.727397852044305,-1.4204361254113187,-0.5253474407425912,1.0,0.0,0.0,1.0,0
-1.4909302868468128,0.2553660417539947,1.2948221531751432,-1.6207488653864215,0.746248269502699,0.4896348642714074,-0.13381098085116624,-0.5356696710245751,0.0,1.0,0.0,1.0,0
1.5609331190431937,0.38200517230812625,1.3542346118359043,1.4287713522638161,-0.42643969604654597,1.5827018378800861,1.7235515238109607,1.1284991635885755,1.0,0.0,1.0,0.0,1
1.6187584810414986,-1.1388148495798884,0.5429905830413272,0.35234505062242794,-1.5080707889691294,1.0694480072547807,0.7602083940006028,-0.9426512939859482,0.0,1.0,0.0,1.0,0
1.0758298186244215,-0.3912970453811762,-0.5385833620494238,1.0411851788632265,1.0527879768240342,0.23109760880245966,0.16992364699495752,-1.4229200501051826,1.0,0.0,1.0,0.0,0
-0.6637262134059828,0.44016949734030253,1.3492212908848988,-0.43022742938609876,0.24541189701605598,-0.972288824204105,0.12178036781686469,0.3599782909161276,1.0,0.0,0.0,1.0,0
-1.378292188897521,1.6749017126559977,-0.7218050207436254,-0.12454668282741589,-0.9456317400951595,-0.14216455294922495,-1.5804130167329207,0.6493754908762845,1.0,0.0,1.0,0.0,0
